Array Design Name	OSU-CCC Human and Mouse MicroRNA Microarray Version 3.0
Provider	Ewy Mathe(mathee@mail.nih.gov)
Comment[ArrayExpressAccession]	A-GEOD-8835
Comment[SecondaryAccession]	GPL8835
Comment[Description]	Array Manufacturer: Microarray Shared Resource, Comprehensive Cancer Center, The Ohio State University (OSU-CCC), Distribution: non-commercial, Technology: spotted oligonucleotide<br>Reporter Name = Oligo identifier<br>Reporter Database Entry [mirbase] = Registry name in Sanger's miRBase (http://microrna.sanger.ac.uk) LINK_PRE:http://microrna.sanger.ac.uk/cgi-bin/sequences/mirna_entry.pl?acc=<br>Comment[Contains_Mature_MiRNA] = Whether or not the oligo sequence contains the mature miRNA sequence<br>Reporter Group [organism] = Organism
Comment[SubmittedName]	OSU-CCC Human and Mouse MicroRNA Microarray Version 3.0
Comment[Organism]	Homo sapiens Mus musculus
Printing Protocol	Manufactured using GE Healthcare's CodeLink (TM) 3-D Gel Matrix Technology. CodeLink(tm) Activated Slides are designed to covalently immoblize amine-modified DNA for microarrays. The slides are coated with a 3-D surface chemistry comprised of a long-chain, hydrophilic polymer containing amine-reactive groups. This polymer is covalently crosslinked to itself and to the surface of the slide. The crosslinked polymer, combined with end-point attachment, orients the immobilized DNA, and holds it away from the surface of the slide. The 1x printing buffer consists of 50 mM sodium phosphate at pH 8.5. Codelink slides are manufactured by SurModics and were formally sold as 3D-Link(tm) Activated Slides. Microarrays are printed with an Omnigrid robotic arrayer by Genomic Solutions that is fitted with a printhead and 16 SMP3 print tips from Telechem. The microRNA microarray probe set is based on 40mer oligonucleotides from Sigma-Genosys. Oligonucleotide probes are distributed into 384-well polypropylene plates (Genetix, 384 micro array) and dissolved in print buffer (150mM sodium phosphate, pH 8.5, 4% sodium sulfate, 0.0001% N-lauryl sarcosyl) to a normalized 25 micromolar concentration. The miRNA microarray spot densities are 200 microns (center-to-center). The microarrays are printed on Codelink Activated Slide (PN300011)) and treated by a method that is an adaptation of the manufacturer's instructions to allow higher throughput processing.
Surface Type
Substrate Type
Term Source Name	mirbase
Comment[AdditionalFile:txt]	A-GEOD-8835_comments.txt

[main]
Reporter Name	Reporter Database Entry [mirbase]	Reporter Group [organism]
mmu-mir-486No1	mmu-miR-486	Mus musculus
hsa-mir-520gNo2	hsa-mir-520h	Homo sapiens
hsa-mir-521-1No2	hsa-mir-521-1	Homo sapiens
hsa-mir-522	hsa-miR-522	Homo sapiens
mmu-mir-1-2No2	mmu-mir-1-2-as	Mus musculus
mmu-mir-361No2	hsa-miR-361-3p	Homo sapiens
mmu-mir-365-1No2	mmu-mir-365-1	Mus musculus
mmu-mir-379No2	hsa-miR-379*	Homo sapiens
mmu-mir-381No2	mmu-mir-381	Mus musculus
mmu-mir-384	mmu-mir-384	Mus musculus
mmu-mir-4333p	mmu-miR-433	Mus musculus
mmu-mir-448No2	mmu-mir-448	Mus musculus
mmu-mir-451No1	mmu-miR-451	Mus musculus
Hcd446 left		
Hcd447 left		
Hcd764 left		
Hcd888 right		
Hcd688 right		
Hcd704 right		
Hcd16 left		
HPR214 left		
Hcd39 right		
HPR237 right		
Hcd589 left		
Hcd896 left		
HPR185 right		
Hcd807 right		
Hcd378 right		
Hcd399 right		
Hcd416 right		
Hcd43 right		
Hcd308 right		
Hcd817 right		
Hcd311 right		
Hcd954 right		
Hcd820 right		
HPR211 right		
Hcd396 left		
Hcd959 right		
Hcd966 right		
Hcd402 right		
Hcd19 right		
Hcd356 right		
Hcd212_HPR202 right		
Hcd216 left		
Hcd442 right		
Hcd251 left		
Hcd265 left		
Hcd600 left		
Hcd832 right		
Hcd508 right		
Hcd129 right		
Hcd972 right		
Hcd677 right		
HPR112 right		
Mcd625 left		
Mcd282 left		
Mcd585 left		
Mcd447 right		
Mcd587 right		
Mcd249 right		
Mcd136 left		
MPR180 Mcd681 left		
Mcd639 right		
Mcd667 left		
Mcd43 left		
Mcd596 left		
Mcd428 left		
Mcd46 left		
Mcd576 right		
Mcd670 left		
Mcd294 left		
Mcd386 left		
MPR131_Mcd24 right		
Mcd409 right		
MPR20 left		
Mcd133 left		
Mcd200 right		
MPR52_Mcd202 right		
Mcd214 left		
MPR23 Mcd217 left		
MPR142 left		
Mcd620 left		
MPR88 right		
Mcd489 right		
hsa-mir-196-1-precNo2	hsa-mir-196-1	Homo sapiens
hsa-mir-198-prec	hsa-miR-198	Homo sapiens
hsa-mir-199b-precNo2	hsa-mir-199b	Homo sapiens
hsa-mir-213-precNo1	hsa-miR-181b	Homo sapiens
hsa-mir-215-precNo2	hsa-mir-215	Homo sapiens
hsa-mir-217-precNo2	hsa-miR-217	Homo sapiens
mmu-mir-009-precNo1	mmu-miR-9	Mus musculus
mmu-mir-027b-prec	mmu-miR-27b	Mus musculus
mmu-mir-099a-prec	mmu-miR-99a	Mus musculus
mmu-mir-129b-prec	mmu-mir-129-2	Mus musculus
mmu-mir-132-prec	mmu-miR-132	Mus musculus
mmu-mir-135-prec	mmu-miR-135a	Mus musculus
mmu-mir-199a-1No1	mmu-mir-199a-1	Mus musculus
mmu-mir-199bNo1	mmu-mir-199b	Mus musculus
mmu-mir-22No1	mmu-miR-22	Mus musculus
mmu-mir-27aNo1	mmu-miR-27a	Mus musculus
mmu-mir-103-2No1	mmu-miR-103	Mus musculus
mmu-mir-350No1	mmu-miR-350	Mus musculus
mmu-mir-19aNo1	mmu-miR-19a	Mus musculus
mmu-mir-320No1	mmu-miR-320	Mus musculus
Mcd508 left		
Mcd129 left		
Mcd110 left		
hsa-mir-329-2No2	hsa-mir-329-2	Homo sapiens
hsa-mir-362No2	hsa-miR-362-3p	Homo sapiens
hsa-mir-365-1No2	hsa-mir-365-1	Homo sapiens
hsa-mir-381No1	hsa-miR-381	Homo sapiens
hsa-mir-383No2	hsa-mir-383	Homo sapiens
hsa-mir-410No1	hsa-miR-410	Homo sapiens
hsa-mir-4325p	hsa-miR-432	Homo sapiens
hsa-mir-448No1	hsa-miR-448	Homo sapiens
hsa-mir-450-1	hsa-miR-450a	Homo sapiens
hsa-mir-486	hsa-mir-486	Homo sapiens
hsa-mir-488No2	hsa-miR-488	Homo sapiens
hsa-mir-490No2	hsa-mir-490	Homo sapiens
Hcd35 left		
Hcd37_HPR114 left		
Hcd761 left		
Hcd450 left		
Hcd844 left		
Hcd185 left		
Hcd76 left		
Hcd772 left		
HPR228 left		
Hcd473 left		
Hcd937 left		
Hcd232 left		
Hcd917 left		
Hcd607 left		
Hcd475 left		
Hcd478 right		
Hcd921 right		
Hcd922 right		
Hcd790 right		
Hcd928 right		
Hcd513 right		
Hcd788 right		
HPR215 right		
Hcd620 right		
Hcd970 right		
Hcd835 right		
Hcd836 right		
Hcd687 left		
Hcd735 left		
Hcd690 left		
Hcd695 right		
Hcd843 right		
Hcd738 right		
Hcd522 right		
Hcd523 right		
Hcd145 right		
Hcd31_HPR91 left		
Hcd190 left		
Hcd192 left		
Hcd557 left		
Hcd558 right		
Hcd720 left		
Hcd563 left		
Hcd224 left		
Hcd566 left		
Hcd42 right		
Hcd863PO left		
HNC19_6 left		
Mcd583 right		
Mcd443 right		
Mcd522 left		
Mcd633 left		
Mcd634 left		
Mcd280 right		
Mcd36 right		
MPR129_Mcd309 right		
Mcd72 right		
Mcd427 right		
Mcd44 right		
Mcd35 right		
Mcd421 right		
Mcd682 right		
Mcd134 right		
Mcd562 right		
MPR45 right		
MPR219 right		
Mcd68 left		
Mcd240 left		
Mcd66 left		
Mcd407 left		
MPR139 Mcd272 left		
Mcd632 left		
Mcd250 left		
Mcd451 right		
Mcd448 right		
Mcd85 left		
Mcd225 left		
Mcd555 right		
Mcd194 right		
MPR92 Mcd31 right		
Mcd659 left		
Mcd558 left		
Mcd478 right		
Mcd608 left		
hsa-mir-033-prec	hsa-miR-33a	Homo sapiens
hsa-mir-092-prec-13=092-1No2	hsa-miR-92a	Homo sapiens
hsa-mir-096-prec-7No1	hsa-miR-96*	Homo sapiens
hsa-mir-122a-prec	hsa-miR-122	Homo sapiens
hsa-mir-124a-2-prec	hsa-miR-124	Homo sapiens
hsa-mir-125b-1	hsa-miR-125b	Homo sapiens
hsa-mir-134-precNo1	hsa-mir-134	Homo sapiens
hsa-mir-136-precNo1	hsa-miR-136*	Homo sapiens
hsa-mir-138-2-prec	hsa-miR-138	Homo sapiens
hsa-mir-151-prec	hsa-mir-151	Homo sapiens
hsa-mir-153-1-prec2	hsa-mir-153-1	Homo sapiens
hsa-mir-155-prec	hsa-miR-155	Homo sapiens
mmu-mir-125b-1No2	mmu-mir-125b-1	Mus musculus
mmu-mir-9-3No2	mmu-miR-9*	Mus musculus
mmu-mir-138-2No2	mmu-mir-138-2	Mus musculus
mmu-mir-106aNo2	mmu-mir-106a	Mus musculus
mmu-mir-30dNo2	mmu-mir-30d	Mus musculus
mmu-let-7a-1No2	mmu-let-7a*	Mus musculus
mmu-mir-26bNo2	mmu-miR-26b*	Mus musculus
mmu-mir-34aNo2	mmu-mir-34a	Mus musculus
mmu-mir-339No2	mmu-mir-339	Mus musculus
mmu-mir-211No2	mmu-mir-211	Mus musculus
mmu-mir-181b-2No2	mmu-mir-181b-2	Mus musculus
mmu-mir-7bNo2	mmu-mir-7b	Mus musculus
hsa-mir-107No1	hsa-miR-107	Homo sapiens
hsa-mir-130bNo1	hsa-miR-130b	Homo sapiens
hsa-mir-200bNo1	hsa-miR-200b	Homo sapiens
hsa-mir-338No1	hsa-mir-338	Homo sapiens
hsa-mir-368No1	hsa-miR-376c	Homo sapiens
hsa-mir-372No1	hsa-miR-372	Homo sapiens
hsa-mir-302aNo2	hsa-miR-302a*	Homo sapiens
hsa-mir-320No2	hsa-mir-320	Homo sapiens
mmu-mir-452No2	mmu-mir-452	Mus musculus
mmu-mir-464No2	mmu-mir-464	Mus musculus
mmu-mir-466No2	mmu-miR-466a-5p	Mus musculus
Hcd148_HPR225left		
Hcd544 left		
Hcd618 left		
HPR100 right		
Hcd834 left		
Hcd724 left		
HPR175 left		
Hcd818 left		
Hcd547 left		
Hcd244 right		
Hcd648 right		
Hcd382 right		
Hcd250 left		
Hcd593 left		
Hcd455 left		
Hcd71 right		
Hcd902 right		
Hcd771 right		
Hcd597 left		
Hcd82 left		
Hcd261 left		
Hcd466 left		
HPR235 left		
Hcd602 left		
Hcd656 right		
Hcd483 right		
Hcd823 right		
Hcd98 right		
Hcd102 right		
Hcd825 left		
Hcd960 left		
HPR196 left		
Hcd488 left		
Hcd493 left		
Hcd826 right		
Hcd496 right		
Hcd751 left		
Hcd606 right		
Hcd630 right		
Hcd680 left		
Hcd682 left		
Hcd377 left		
Hcd390 left		
Hcd838 left		
Hcd737 right		
Hcd551 left		
HPR156 right		
Hcd554 right		
Mcd62 left		
Mcd476 right		
Mcd77 left		
MPR75_Mcd185 left		
Mcd450 left		
MPR246 Mcd440 left		
MPR132 left		
mmu-mir-466 left	mmu-miR-466a-5p	Mus musculus
Mcd434 left		
Mcd671 right		
Mcd107 right		
Mcd493 right		
Mcd399 left		
Mcd416 left		
MPR150_Mcd290 right		
Mcd688 left		
Mcd710 right		
Mcd42 left		
Mcd470 right		
Mcd526 right		
Mcd703 right		
Mcd139 left		
Mcd691 left		
Mcd140 left		
Mcd326 left		
MPR249 left		
Mcd89 left		
Mcd685 right		
Mcd569 right		
MPR197 right		
Mcd393 right		
Mcd7 left		
Mcd396 left		
Mcd480 left		
MPR212 right		
MPR229 right		
mmu-mir-138-prec	mmu-miR-138	Mus musculus
mmu-mir-143-prec	mmu-miR-143	Mus musculus
mmu-mir-149-prec	mmu-miR-149	Mus musculus
mmu-mir-189-prec	mmu-miR-24-1*	Mus musculus
mmu-mir-193-prec	mmu-miR-193	Mus musculus
mmu-mir-199as-prec	mmu-mir-199a-1	Mus musculus
mmu-mir-216-precNo1	mmu-mir-216a	Mus musculus
mmu-mir-218-2-precNo1	mmu-miR-218	Mus musculus
mmu-mir-221-precNo1	mmu-miR-221	Mus musculus
mmu-mir-29b-2No2	mmu-mir-29b-2	Mus musculus
mmu-mir-124a-3No2	mmu-miR-124*	Mus musculus
mmu-mir-9-1No2	mmu-miR-9	Mus musculus
mmu-mir-292No2	mmu-mir-292	Mus musculus
mmu-mir-300No2	mmu-miR-300*	Mus musculus
mmu-mir-130bNo2	mmu-miR-130b*	Mus musculus
mmu-mir-324No2	mmu-mir-324	Mus musculus
mmu-mir-330No2	mmu-miR-330	Mus musculus
mmu-mir-338No2	mmu-mir-338	Mus musculus
Mcd110 right		
Mcd675 right		
hsa-mir-492No1	hsa-miR-492	Homo sapiens
hsa-mir-494No1	hsa-miR-494	Homo sapiens
hsa-mir-496No1	hsa-miR-496	Homo sapiens
hsa-mir-504No1	hsa-miR-504	Homo sapiens
hsa-mir-506No1	hsa-miR-506	Homo sapiens
hsa-mir-508No1	hsa-mir-508	Homo sapiens
hsa-mir-514-1No1	hsa-miR-514	Homo sapiens
hsa-mir-515-15p	hsa-miR-515-5p	Homo sapiens
hsa-mir-516-1No1	hsa-mir-516a-2	Homo sapiens
hsa-mir-518a-2*	hsa-mir-518a-2	Homo sapiens
hsa-mir-518c*	hsa-miR-518c*	Homo sapiens
hsa-mir-518e/526c	hsa-miR-518e*	Homo sapiens
Hcd763 right		
Hcd572 left		
Hcd233PO left		
Hcd236 right		
Hcd767 left		
Hcd435 Hcd436 left		
Hcd52 right		
Hcd242 right		
Hcd871 right		
Hcd441 right		
Hcd246 right		
Hcd584 right		
Hcd930 left		
Hcd931_HPR212 left		
HPR199 right		
Hcd933_HPR179 left		
Hcd797 left		
Hcd625 left		
Hcd285_HPR184 right		
Hcd628 left		
Hcd629 right		
Hcd272_HPR136 right		
Hcd635 right		
Hcd286 left		
Hcd368 left		
Hcd700 right		
Hcd744 right		
Hcd531 right		
HPR233 right		
Hcd911 right		
Hcd811 left		
Hcd760 left		
Hcd156 left		
HPR231 left		
Hcd165 left		
Hcd383 right		
Hcd225 left		
Hcd883 right		
Hcd549 right		
Hcd36PO right		
Hcd884 right		
Hcd869 right		
Hcd908 right		
Hcd333 left		
Hcd110 left		
Hcd338 left		
Hcd963 left		
Hcd505 left		
Mcd561 left		
Mcd418 left		
Mcd415 left		
Mcd648 left		
Mcd376 right		
Mcd463 left		
Mcd547 left		
Mcd581 right		
MPR179 right		
Mcd318 right		
Mcd488 right		
Mcd663 right		
Mcd631 right		
Mcd590 left		
Mcd582 right		
Mcd718 left		
Mcd715 right		
Mcd664 right		
MPR56 Mcd234 right		
Mcd430 right		
MPR173 left		
Mcd6 right		
Mcd390 right		
Mcd2 right		
Mcd275 right		
Mcd513 right		
Mcd33 right		
Mcd367 right		
Mcd666 right		
Mcd665 right		
Mcd122 right		
Mcd111 left		
Mcd112 left		
MPR138 right		
MPR192 right		
Mcd677 right		
hsa-mir-099b-prec-19No2	hsa-miR-99b	Homo sapiens
hsa-mir-101-1/2-precNo2	hsa-miR-101	Homo sapiens
hsa-mir-103-prec-5=103-1	hsa-miR-103	Homo sapiens
hsa-mir-128a-precNo1	hsa-mir-128-1	Homo sapiens
hsa-mir-129-precNo1	hsa-miR-129-5p	Homo sapiens
hsa-mir-132-precNo1	hsa-miR-132	Homo sapiens
hsa-mir-141-precNo1	hsa-miR-141	Homo sapiens
hsa-mir-144-precNo1	hsa-miR-144	Homo sapiens
hsa-mir-147-prec	hsa-miR-147	Homo sapiens
hsa-mir-181b-precNo2	hsa-miR-181a*	Homo sapiens
hsa-mir-182-precNo2	hsa-mir-182	Homo sapiens
hsa-mir-184-precNo2	hsa-mir-184	Homo sapiens
mmu-mir-181aNo2	mmu-mir-181a-2	Mus musculus
mmu-mir-299No2	mmu-miR-299	Mus musculus
mmu-let-7c-2No2	mmu-let-7c-2*	Mus musculus
mmu-mir-15aNo2	mmu-miR-15a*	Mus musculus
mmu-mir-20No2	mmu-mir-20a	Mus musculus
mmu-mir-135bNo2	mmu-mir-135b	Mus musculus
mmu-mir-28No2	mmu-miR-28*	Mus musculus
mmu-mir-219-1No2	mmu-mir-219-1	Mus musculus
Mcd679 right		
MPR153 right		
MPR257_Mcd350 right		
hsa-mir-302aNo1	hsa-miR-302a	Homo sapiens
hsa-mir-320No1	hsa-miR-320	Homo sapiens
hsa-mir-328No1	hsa-miR-328	Homo sapiens
hsa-mir-107No2	hsa-mir-107	Homo sapiens
hsa-mir-130bNo2	hsa-miR-130b*	Homo sapiens
hsa-mir-200bNo2	hsa-miR-200b*	Homo sapiens
hsa-mir-338No2	hsa-mir-338	Homo sapiens
hsa-mir-368No2	hsa-mir-376c	Homo sapiens
hsa-mir-372No2	hsa-mir-372	Homo sapiens
mmu-mir-468No2	mmu-mir-468	Mus musculus
mmu-mir-471No1	mmu-mir-471	Mus musculus
mmu-mir-484	mmu-miR-484	Mus musculus
Hcd783 left		
Hcd653 right		
Hcd639 right		
Hcd683 left		
Hcd517 left		
Hcd518 left		
HPR236 left		
Hcd428 left		
Hcd568 left		
Hcd389 right		
Hcd28_HPR39right		
Hcd34 right		
Hcd66 left		
Hcd901 right		
HPR242 right		
Hcd458 right		
hsa_mir_95 right		
Hcd775 left		
Hcd780 left		
Hcd263 left		
Hcd462 left		
HPR264 left		
Hcd269 left		
Hcd914 left		
HPR203 right		
Hcd957 right		
Hcd660 right		
Hcd322 left		
Hcd668 left		
Hcd326 left		
Hcd663 left		
hsa_mir_147 left		
Hcd107 left		
Hcd640 left		
Hcd947_HPR107 left		
Hcd810 left		
Hcd651 left		
Hcd858 left		
Hcd862 left		
Hcd712 left		
Hcd534 left		
Hcd162 left		
Hcd895 right		
Hcd553 left		
Hcd181 right		
Hcd932 right		
Hcd29 right		
Hcd800 right		
Mcd456 left		
Mcd538 left		
MPR110 left		
Mcd588 left		
Mcd472 left		
Mcd468 left		
Mcd310 left		
MPR165 left		
Mcd496 right		
MPR186 right		
Mcd52 right		
MPR164 left		
MPR117 right		
Mcd529 right		
Mcd511 left		
Mcd424 left		
Mcd365 left		
Mcd442 right		
Mcd694 right		
Mcd11 left		
Mcd307 left		
Mcd516 left		
Mcd543 left		
Mcd269 left		
MPR170 Mcd604 right		
Mcd87 right		
Mcd713 left		
Mcd65 right		
Mcd63 right		
MPR181_Mcd167 right		
Mcd14 right		
MPR156 left		
Mcd535 right		
MPR185 left		
MPR224 right		
Mcd707 left		
mmu-mir-153-prec	mmu-mir-153	Mus musculus
mmu-mir-182-prec	mmu-miR-182	Mus musculus
mmu-mir-185-prec	mmu-miR-185	Mus musculus
mmu-mir-202-prec	mmu-mir-202	Mus musculus
mmu-mir-205-prec	mmu-miR-205	Mus musculus
mmu-mir-212-precNo2	mmu-mir-212	Mus musculus
mmu-mir-224-precformer175No1	mmu-miR-224	Mus musculus
mmu-mir-133a-2No2	mmu-miR-133a*	Mus musculus
mmu-mir-194-2No2	mmu-miR-194	Mus musculus
mmu-mir-199a-2No2	mmu-mir-199a-2	Mus musculus
mmu-mir-208No2	mmu-mir-208a	Mus musculus
mmu-mir-29cNo2	mmu-miR-29c*	Mus musculus
mmu-mir-103-1No2	mmu-mir-103-1	Mus musculus
mmu-mir-344No2	mmu-mir-344-1	Mus musculus
mmu-mir-17No2	mmu-miR-17*	Mus musculus
mmu-mir-210No2	mmu-mir-210	Mus musculus
hsa-mir-498No1	hsa-miR-498	Homo sapiens
hsa-mir-500No1	hsa-miR-500*	Homo sapiens
hsa-mir-502No1	hsa-mir-502	Homo sapiens
hsa-mir-510No1	hsa-miR-510	Homo sapiens
hsa-mir-511-2No1	hsa-miR-511	Homo sapiens
hsa-mir-513-1No1	hsa-mir-513a-1	Homo sapiens
hsa-mir-516-35p	hsa-miR-516b	Homo sapiens
hsa-mir-517*	hsa-miR-517*	Homo sapiens
hsa-mir-517c*	hsa-miR-517*	Homo sapiens
hsa-mir-519a-1/526c	hsa-miR-519a*	Homo sapiens
hsa-mir-519b/526c	hsa-miR-523*	Homo sapiens
hsa-mir-519dNo1	hsa-miR-519d	Homo sapiens
HPR246 left		
HPR194 left		
Hcd48 left		
Hcd578 right		
HPR166 right		
HPR101 right		
Hcd909 Hcd912 right		
Hcd54 right		
Hcd580 left		
Hcd59_HPR148 left		
Hcd949 left		
Hcd585 left		
Hcd545 right		
Hcd555 right		
Hcd622 right		
Hcd282PO left		
HPR261 left		
Hcd799 left		
Hcd601 right		
Hcd631 right		
Hcd632 right		
Hcd289 left		
Hcd939 left		
Hcd330 left		
Hcd371 right		
HPR144 left		
Hcd373 left		
Hcd710 right		
Hcd855 left		
Hcd533 left		
Hcd718 left		
Hcd158 left		
Hcd379 left		
Hcd384 left		
Hcd934 left		
HPR172 right		
Hcd73 right		
Hcd847 right		
Hcd857 right		
Hcd85 right		
HPR227 left		
Hcd664 right		
Hcd111 left		
Hcd112 left		
HPR213 right		
Hcd506 right		
Hcd351_HPR119 left		
Hcd124 left		
MPR254 left		
Mcd389 left		
Mcd382 left		
MPR217 left		
Mcd462 left		
MPR227 left		
Mcd660 left		
Mcd98 left		
Mcd100 left		
Mcd656 right		
Mcd657 right		
Mcd484 right		
Mcd435_Mcd436_Mcd575 Mcd433_Mcd577 right		
Mcd165 right		
MPR223 right		
Mcd236 left		
Mcd48 right		
Mcd573 right		
Mcd56 left		
Mcd615 left		
MPR182 left		
Mcd403 right		
Mcd553 left		
Mcd29_Mcd458 left		
Mcd146 right		
MPR225 right		
Mcd524 right		
Mcd686 right		
Mcd689 right		
Mcd687 right		
Mcd338 left		
MPR100_Mcd339 right		
MPR216 right		
MPR137 right		
Mcd344 right		
Mcd345 right		
HUMTRAB		
HUMTRN		
MUSTRM4		
hsa-let-7a-3-prec	hsa-let-7a	Homo sapiens
hsa-let-7d-v1-prec	hsa-let-7d	Homo sapiens
hsa-let-7f-1-precNo1	hsa-let-7f-1	Homo sapiens
hsa-mir-009-3No1	hsa-mir-9	Homo sapiens
hsa-mir-010b-precNo1	hsa-miR-10b	Homo sapiens
hsa-mir-015b-precNo1	hsa-miR-15b	Homo sapiens
hsa-mir-024-1-precNo1	hsa-miR-24	Homo sapiens
hsa-mir-026a-precNo1	hsa-miR-26a	Homo sapiens
hsa-mir-027b-prec	hsa-miR-27b	Homo sapiens
mmu-mir-125b-1No1	mmu-mir-125b-1	Mus musculus
mmu-mir-9-3No1	mmu-miR-9	Mus musculus
mmu-mir-138-2No1	mmu-mir-138-2	Mus musculus
mmu-mir-106aNo1	mmu-miR-106a	Mus musculus
mmu-mir-30dNo1	mmu-miR-30d	Mus musculus
mmu-let-7a-1No1	mmu-let-7a	Mus musculus
mmu-mir-26bNo1	mmu-miR-26b	Mus musculus
mmu-mir-34aNo1	mmu-miR-34a	Mus musculus
mmu-mir-339No1	mmu-mir-339	Mus musculus
mmu-mir-211No1	mmu-miR-211	Mus musculus
mmu-mir-181b-2No1	mmu-miR-181b	Mus musculus
mmu-mir-7bNo1	mmu-mir-7b	Mus musculus
hsa-mir-105-2No1	hsa-miR-105	Homo sapiens
hsa-mir-129-2No1	hsa-mir-129-2	Homo sapiens
hsa-mir-15aNo1	hsa-miR-15a	Homo sapiens
hsa-mir-296No1	hsa-miR-296-5p	Homo sapiens
hsa-mir-30c-1No1	hsa-miR-30c	Homo sapiens
hsa-miR-324-5pNo1	hsa-mir-324	Homo sapiens
hsa-miR-126*No2	hsa-mir-126*	Homo sapiens
hsa-mir-135bNo2	hsa-miR-135b*	Homo sapiens
hsa-mir-181b-1No2	hsa-mir-181b-1	Homo sapiens
hsa-miR-302c*No2	hsa-miR-302c	Homo sapiens
hsa-mir-321No2		
hsa-mir-339No2	hsa-mir-339	Homo sapiens
hsa-mir-520a*	hsa-mir-520a	Homo sapiens
hsa-mir-520c/526a	hsa-mir-520c	Homo sapiens
hsa-mir-520eNo1	hsa-miR-520e	Homo sapiens
hsa-mir-524*	hsa-mir-524	Homo sapiens
hsa-mir-526a-1No1	hsa-miR-526a	Homo sapiens
hsa-mir-526b	hsa-miR-526b	Homo sapiens
mmu-mir-370No1	hsa-miR-370	Homo sapiens
mmu-mir-376aNo1	mmu-miR-376a	Mus musculus
mmu-mir-377No1	mmu-miR-377	Mus musculus
mmu-mir-410No1	mmu-miR-410	Mus musculus
mmu-mir-412No1	hsa-miR-412	Homo sapiens
mmu-mir-429No1	mmu-miR-429	Mus musculus
Hcd60 left		
Hcd722 right		
Hcd586 right		
Hcd587 right		
Hcd249 right		
Hcd444 right		
Hcd890 left		
Hcd891 left		
Hcd719 left		
Hcd231 left		
Hcd574 left		
Hcd746 left		
Hcd643 left		
Hcd292 left		
Hcd293 left		
Hcd294 left		
Hcd944 left		
Hcd386 right		
hsa_mir_320_Hcd306 left		
Hcd650 left		
Hcd813 left		
Hcd480 right		
HPR219 right		
Hcd93_HPR222 right		
Hcd393 left		
Hcd809 left		
HPR186 right		
Hcd837 left		
HPR187 left		
Hcd398 left		
HPR270 left		
Hcd849 left		
Hcd40_HPR145 right		
HPR253 left		
Hcd287 left		
Hcd279 right		
Hcd507 Hcd509 left		
Hcd354 right		
Hcd126_HPR217 left		
HPR151 left		
Hcd968 left		
HPR268 left		
Hcd115 left		
Hcd502 left		
Hcd975 left		
MPR252 right		
Mcd60 right		
Mcd248 right		
Mcd372 right		
Mcd518 right		
Mcd517 right		
Mcd636 left		
Mcd618 right		
Mcd613 right		
Mcd597 right		
Mcd82 right		
Mcd261 right		
Mcd385 right		
MPR214 left		
Mcd286 right		
Mcd411 left		
MPR152 right		
Mcd182 right		
Mcd356 right		
Mcd227 right		
MPR213 right		
MPR61_Mcd209 left		
MPR124 left		
MPR244 right		
Mcd222 right		
MPR90 right		
Mcd540 right		
hsa-mir-187-precNo1	hsa-miR-187	Homo sapiens
hsa-mir-191-prec	hsa-miR-191	Homo sapiens
hsa-mir-193-precNo2	hsa-mir-193a	Homo sapiens
hsa-mir-203-precNo1	hsa-miR-203	Homo sapiens
hsa-mir-205-prec	hsa-miR-205	Homo sapiens
hsa-mir-210-prec	hsa-miR-210	Homo sapiens
hsa-mir-218-2-precNo2	hsa-miR-218	Homo sapiens
hsa-mir-222-precNo1	hsa-miR-222	Homo sapiens
hsa-mir-29b-2=102prec7.1=7.2	hsa-miR-29b	Homo sapiens
mmu-mir-100-prec	mmu-miR-100	Mus musculus
mmu-mir-123-precNo1	mmu-mir-126	Mus musculus
mmu-mir-125b-precNo1	mmu-mir-125b-2	Mus musculus
mmu-mir-29b-2No1	mmu-miR-29b	Mus musculus
mmu-mir-124a-3No1	mmu-miR-124	Mus musculus
mmu-mir-9-1No1	mmu-miR-9*	Mus musculus
mmu-mir-292No1	mmu-mir-292	Mus musculus
mmu-mir-300No1	mmu-miR-300	Mus musculus
mmu-mir-130bNo1	mmu-miR-130b	Mus musculus
mmu-mir-324No1	mmu-mir-324	Mus musculus
mmu-mir-330No1	mmu-miR-330*	Mus musculus
mmu-mir-338No1	mmu-mir-338	Mus musculus
Mcd124 right		
MPR168_Mcd215 right		
MPR184_Mcd355 right		
hsa-mir-20bNo1	hsa-miR-20b	Homo sapiens
hsa-mir-181dNo1	hsa-miR-181d	Homo sapiens
hsa-mir-202*	hsa-miR-202*	Homo sapiens
hsa-mir-375	hsa-miR-375	Homo sapiens
hsa-mir-376bNo2	hsa-mir-376b	Homo sapiens
hsa-mir-378No2	hsa-miR-378	Homo sapiens
hsa-mir-412No2	hsa-mir-412	Homo sapiens
hsa-mir-423No2	hsa-mir-423	Homo sapiens
hsa-mir-425No2	hsa-miR-425	Homo sapiens
hsa-mir-451No1	hsa-miR-451	Homo sapiens
hsa-mir-453No1	hsa-miR-453	Homo sapiens
hsa-mir-483No1	hsa-mir-483	Homo sapiens
Hcd874 right		
Hcd418 right		
Hcd419 right		
Hcd567 right		
Hcd427 right		
Hcd875 right		
Hcd887 right		
Hcd920 right		
Hcd538 right		
Hcd77 right		
Hcd468 right		
Hcd469 right		
